"start";"end";"today";"username";"site_id";"location";"_location_latitude";"_location_longitude";"_location_altitude";"_location_precision";"photo_1";"photo_1_URL";"photo_2";"photo_2_URL";"photo_3";"photo_3_URL";"photo_4";"photo_4_URL";"photo_5";"photo_5_URL";"photo_6";"photo_6_URL";"photo_6_002";"photo_6_002_URL";"photo_6_001";"photo_6_001_URL";"anvil_type";"anvil_type/stone";"anvil_type/wood";"hammer_material";"hammer_material/stone";"hammer_material/wood";"fragmentation";"weight_g";"length_mm_max";"length_mm_25";"length_mm_50";"length_mm_75";"width_mm_max";"width_mm_25";"width_mm_50";"width_mm_75";"THICKNESS";"debris_at_site";"debris_at_site/almendra";"debris_at_site/hermit_crabs";"debris_at_site/halloween_crabs";"debris_at_site/coconuts";"debris_at_site/marine_snail";"debris_at_site/river_snail";"debris_at_site/bactris_fruit";"debris_at_site/other_processed_item";"debris_at_site/astrocaryum";"site_type_size";"site_type_persistence";"Anvil_surface_inclination_degrees";"Substrate_surface_inclination_degrees";"Horizontal_distance_to_nearest_water_cm";"Vertical_distance_to_nearest_water_cm";"Horizontal_distance_to_nearest";"Is_nearest_tree_almendra";"Is_nearest_tree_almendra/yes";"Is_nearest_tree_almendra/no";"site_location";"site_location/beach";"site_location/stream_bank";"site_location/in_tree";"site_location/other";"site_location/forest";"site_location/option_6";"Scan_Y_N";"comments";"camera_at_site";"name_of_camera_trap";"ID";"What_is_the_name_of_this_site";"LOCATION";"_LOCATION_latitude";"_LOCATION_longitude";"_LOCATION_altitude";"_LOCATION_precision";"Record_your_current_location";"_Record_your_current_location_latitude";"_Record_your_current_location_longitude";"_Record_your_current_location_altitude";"_Record_your_current_location_precision";"Photo_1";"Photo_1_URL";"Photo_2";"Photo_2_URL";"Photo_3";"Photo_3_URL";"What_type_of_anvil";"What_type_of_anvil/stone";"What_type_of_anvil/wood";"Photo_4";"Photo_4_URL";"What_is_hammer_material";"What_is_hammer_material/stone";"What_is_hammer_material/wooden";"Photo_5";"Photo_5_URL";"Fragmentation_Pattern";"Photo_6";"Photo_6_URL";"ANVIL";"ANVIL/stone";"ANVIL/wood";"HAMMER";"HAMMER/stone";"HAMMER/wooden";"LENGTH_001";"FRAGMENTATION";"LENGTH_001_001";"WEIGHT";"Type_of_Debris_at_Site";"Type_of_Debris_at_Site/almendras";"Type_of_Debris_at_Site/shells";"Type_of_Debris_at_Site/halloween_crab";"Type_of_Debris_at_Site/coconut";"Type_of_Debris_at_Site/marine_snail";"Type_of_Debris_at_Site/freshwater_sna";"Type_of_Debris_at_Site/other__see_com";"LENGTH";"Site_Type";"WIDTH";"Enter_a_date_and_time";"DEBRIS_AT_SITE";"DEBRIS_AT_SITE/ALMENDRAS";"DEBRIS_AT_SITE/SHELLS";"DEBRIS_AT_SITE/HCRABS";"DEBRIS_AT_SITE/COCO";"DEBRIS_AT_SITE/MARlNE_SNAIL";"DEBRIS_AT_SITE/FRESHWATER_SNA_1";"DEBRIS_AT_SITE/NUT";"DEBRIS_AT_SITE/OTHER_PROC_ITE_1";"DEBRIS_AT_SITE/RIVER_SNAIL";"DEBRIS_AT_SITE/OTHER_PROC_ITE";"SITE_TYPE";"SITE_LOCATION";"SITE_LOCATION/beach";"SITE_LOCATION/stream_bank";"SITE_LOCATION/in_tree";"SITE_LOCATION/in_stream";"SITE_LOCATION/other";"Comments";"COMMENTS";"CAMERA_AT_SITE";"Name_of_Camera_Trap";"hardness_1_hld";"hammerstone_shape";"hammerstone_shape/spheroid";"hammerstone_shape/ovate";"hammerstone_shape/retangular";"hammerstone_shape/irregular";"hammerstone_shape/undetermined";"hardness_2_hld";"hardness_3_hld";"site_type";"hardness_4_hld";"What_is_site_type";"hardness_5_hld";"hardness_6_hld";"hardness_7_hld";"hardness_8_hld";"hardness_9_hld";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2022-07-16T17:03:39.534-05:00";"2022-07-16T17:14:44.761-05:00";"2022-07-16";"Brendan Barrett";" T36";"7.2682289 -81.819182 14.8875732421875 3.651";"7.2682289";"-81.819182";"14.8875732421875";"3.651";"1658009432894.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F25902892-844e-4c32-ad76-985d715c6e9e%2F1658009432894.jpg";"1658009443501.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F25902892-844e-4c32-ad76-985d715c6e9e%2F1658009443501.jpg";"1658009457014.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F25902892-844e-4c32-ad76-985d715c6e9e%2F1658009457014.jpg";"1658009469373.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F25902892-844e-4c32-ad76-985d715c6e9e%2F1658009469373.jpg";"";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"730.0";"111";"60";"111";"78";"82";"74";"83";"57";"68";"almendra bactris_fruit";"1";"0";"0";"0";"0";"0";"1";"0";"";"2";"2";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416898";"25902892-844e-4c32-ad76-985d715c6e9e";"2022-07-23T13:06:01";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"187"
"2022-07-16T17:16:39.559-05:00";"2022-07-16T17:21:52.352-05:00";"2022-07-16";"Brendan Barrett";"T37a";"7.2682701 -81.8191025 62.57861328125 3.422";"7.2682701";"-81.8191025";"62.57861328125";"3.422";"1658009851360.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F19aaff3d-06fb-4ccf-8e14-4c41f6da3916%2F1658009851360.jpg";"1658009886824.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F19aaff3d-06fb-4ccf-8e14-4c41f6da3916%2F1658009886824.jpg";"1658009900763.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F19aaff3d-06fb-4ccf-8e14-4c41f6da3916%2F1658009900763.jpg";"1658009917361.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F19aaff3d-06fb-4ccf-8e14-4c41f6da3916%2F1658009917361.jpg";"";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"330.0";"91";"91";"81";"77";"70";"61";"64";"80";"50";"almendra hermit_crabs";"1";"1";"0";"0";"0";"0";"0";"0";"";"2";"2";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"Associated with almendras ";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416941";"19aaff3d-06fb-4ccf-8e14-4c41f6da3916";"2022-07-23T13:06:11";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"188"
"2022-07-16T17:21:55.226-05:00";"2022-07-16T17:31:23.348-05:00";"2022-07-16";"Brendan Barrett";"T37b";"7.2682587 -81.8190114 60.50067138671875 3.671";"7.2682587";"-81.8190114";"60.50067138671875";"3.671";"1658010185878.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F8612b858-25f4-4cfa-8f06-4dc984985870%2F1658010185878.jpg";"1658010200703.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F8612b858-25f4-4cfa-8f06-4dc984985870%2F1658010200703.jpg";"1658010212497.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F8612b858-25f4-4cfa-8f06-4dc984985870%2F1658010212497.jpg";"1658010382620.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F8612b858-25f4-4cfa-8f06-4dc984985870%2F1658010382620.jpg";"1658010392409.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F8612b858-25f4-4cfa-8f06-4dc984985870%2F1658010392409.jpg";"";"";"";"";"1658010367489.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F8612b858-25f4-4cfa-8f06-4dc984985870%2F1658010367489.jpg";"stone";"1";"0";"stone";"1";"0";"refit";"115.0";"60";"45";"58";"38";"49";"33";"47";"34";"43";"almendra hermit_crabs halloween_crabs other_processed_item";"1";"1";"1";"0";"0";"0";"0";"1";"";"2";"2";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"Grabed shells for ID in case freshwater snails";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416959";"8612b858-25f4-4cfa-8f06-4dc984985870";"2022-07-23T13:06:16";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"189"
"2022-07-16T17:31:25.999-05:00";"2022-07-16T17:36:38.294-05:00";"2022-07-16";"Brendan Barrett";"T38";"7.2682597 -81.8190636 64.48193359375 4.005";"7.2682597";"-81.8190636";"64.48193359375";"4.005";"1658010807252.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F063df8b9-25de-4722-bd72-2fce92ff7aed%2F1658010807252.jpg";"1658010820933.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F063df8b9-25de-4722-bd72-2fce92ff7aed%2F1658010820933.jpg";"1658010831017.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F063df8b9-25de-4722-bd72-2fce92ff7aed%2F1658010831017.jpg";"";"";"1658010846713.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F063df8b9-25de-4722-bd72-2fce92ff7aed%2F1658010846713.jpg";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"540.0";"124";"97";"123";"75";"73";"52";"70";"38";"52";"almendra";"1";"0";"0";"0";"0";"0";"0";"0";"";"1";"2";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416979";"063df8b9-25de-4722-bd72-2fce92ff7aed";"2022-07-23T13:06:23";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"190"
"2022-07-20T11:10:17.933-05:00";"2022-07-20T11:22:09.774-05:00";"2022-07-20";"Brendan Barrett";"RM01";"7.61150169 -81.78639866833333 59.661 0.0";"7.61150169";"-81.78639866833333";"59.661";"0.0";"1658333455270.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2Fb949c014-a6f9-400a-ae30-fd00816c3712%2F1658333455270.jpg";"1658333480263.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2Fb949c014-a6f9-400a-ae30-fd00816c3712%2F1658333480263.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"130.0";"87";"";"";"";"54";"";"";"";"21";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"693";"";"";"";"";"";"";"615";"659";"";"617";"";"638";"647";"632";"669";"607";"171416996";"b949c014-a6f9-400a-ae30-fd00816c3712";"2022-07-23T13:06:28";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"191"
"2022-07-20T11:22:13.552-05:00";"2022-07-20T11:28:49.411-05:00";"2022-07-20";"Brendan Barrett";"RM02";"7.611265968333333 -81.786297415 15.779 0.0";"7.611265968333333";"-81.786297415";"15.779";"0.0";"1658334198107.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F7f45ff24-042f-44be-b500-222ed13184b6%2F1658334198107.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"wood";"0";"1";"wood";"0";"1";"incomplete_refit";"400.0";"91";"";"";"";"73";"";"";"";"51";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"507";"";"";"";"";"";"";"490";"434";"";"507";"";"371";"432";"463";"344";"477";"171417006";"7f45ff24-042f-44be-b500-222ed13184b6";"2022-07-23T13:06:30";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"192"
"2022-07-20T11:28:52.587-05:00";"2022-07-20T11:36:45.605-05:00";"2022-07-20";"Brendan Barrett";"RM03";"7.611278853333333 -81.78631364833333 15.141 0.0";"7.611278853333333";"-81.78631364833333";"15.141";"0.0";"1658334559209.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F9c826953-5387-4efe-88c4-e59ad73a7a2f%2F1658334559209.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"wood";"0";"1";"wood";"0";"1";"incomplete_refit";"1125.0";"147";"";"";"";"114";"";"";"";"73";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"203";"";"";"";"";"";"";"231";"201";"";"269";"";"172";"81";"128";"209";"244";"171417008";"9c826953-5387-4efe-88c4-e59ad73a7a2f";"2022-07-23T13:06:31";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"193"
"2022-07-20T11:36:50.665-05:00";"2022-07-20T11:41:48.195-05:00";"2022-07-20";"Brendan Barrett";"RM04";"7.61123345 -81.78628377333334 21.024 0.0";"7.61123345";"-81.78628377333334";"21.024";"0.0";"1658335038291.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F1a55fd25-9d97-4860-8a8e-968bbaea3a00%2F1658335038291.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"wood";"0";"1";"wood";"0";"1";"incomplete_refit";"870.0";"136";"";"";"";"85";"";"";"";"65";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"754";"";"";"";"";"";"";"611";"718";"";"744";"";"681";"780";"664";"746";"747";"171417015";"1a55fd25-9d97-4860-8a8e-968bbaea3a00";"2022-07-23T13:06:32";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"194"
"2022-07-20T11:41:51.039-05:00";"2022-07-20T11:45:32.738-05:00";"2022-07-20";"Brendan Barrett";"RM05";"7.611239403333333 -81.78627728 26.951 0.0";"7.611239403333333";"-81.78627728";"26.951";"0.0";"1658335334340.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F690de0a8-4c12-45bf-ab8d-0aa0286c038a%2F1658335334340.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"wood";"0";"1";"wood";"0";"1";"incomplete_refit";"90.0";"56";"";"";"";"41";"";"";"";"24";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"543";"";"";"";"";"";"";"497";"550";"";"434";"";"518";"474";"386";"599";"481";"171417021";"690de0a8-4c12-45bf-ab8d-0aa0286c038a";"2022-07-23T13:06:33";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"195"
"2022-07-20T11:45:35.011-05:00";"2022-07-20T11:50:38.676-05:00";"2022-07-20";"Brendan Barrett";"RM06";"7.61123537 -81.78627698 27.686 0.0";"7.61123537";"-81.78627698";"27.686";"0.0";"1658335564065.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F1de3c0b7-f3a9-4fb0-9102-3549cbcd38c1%2F1658335564065.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"wood";"0";"1";"wood";"0";"1";"incomplete_refit";"160.0";"62";"";"";"";"53";"";"";"";"34";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"432";"";"";"";"";"";"";"294";"306";"";"376";"";"316";"446";"275";"337";"387";"171417024";"1de3c0b7-f3a9-4fb0-9102-3549cbcd38c1";"2022-07-23T13:06:34";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"196"
"2022-07-20T12:30:16.570-05:00";"2022-07-21T13:58:43.334-05:00";"2022-07-20";"Brendan Barrett";"T01";"7.608579323333333 -81.78727616166667 40.884 0.0";"7.608579323333333";"-81.78727616166667";"40.884";"0.0";"1658338333298.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F4134ec83-30bb-41ed-9101-36c73b7be27c%2F1658338333298.jpg";"1658338366299.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F4134ec83-30bb-41ed-9101-36c73b7be27c%2F1658338366299.jpg";"1658338380810.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F4134ec83-30bb-41ed-9101-36c73b7be27c%2F1658338380810.jpg";"";"";"";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"400.0";"76";"";"";"";"73";"";"";"";"45";"hermit_crabs";"0";"1";"0";"0";"0";"0";"0";"0";"";"1";"1";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"543";"";"";"";"";"";"";"568";"469";"";"502";"";"499";"533";"333";"464";"509";"171417029";"4134ec83-30bb-41ed-9101-36c73b7be27c";"2022-07-23T13:06:35";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"197"
"2022-07-20T12:49:22.495-05:00";"2022-07-20T12:52:23.348-05:00";"2022-07-20";"Brendan Barrett";"T02";"7.608343413333333 -81.78716150333334 33.635000000000005 0.0";"7.608343413333333";"-81.78716150333334";"33.635000000000005";"0.0";"1658339389560.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F1c138e52-ea62-45c1-9d9c-07adfe6df4ea%2F1658339389560.jpg";"1658339404658.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F1c138e52-ea62-45c1-9d9c-07adfe6df4ea%2F1658339404658.jpg";"1658339423812.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F1c138e52-ea62-45c1-9d9c-07adfe6df4ea%2F1658339423812.jpg";"";"";"";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"440.0";"108";"";"";"";"74";"";"";"";"27";"hermit_crabs";"0";"1";"0";"0";"0";"0";"0";"0";"";"1";"1";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171417040";"1c138e52-ea62-45c1-9d9c-07adfe6df4ea";"2022-07-23T13:06:39";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"198"
"2022-07-20T13:29:40.917-05:00";"2022-07-20T13:33:06.186-05:00";"2022-07-20";"Brendan Barrett";"T03";"7.6082236016666664 -81.786474745 55.601 0.0";"7.6082236016666664";"-81.786474745";"55.601";"0.0";"1658341799523.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F3880e6cc-452a-43c1-8943-8a5698c598f0%2F1658341799523.jpg";"1658341820318.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F3880e6cc-452a-43c1-8943-8a5698c598f0%2F1658341820318.jpg";"1658341837717.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F3880e6cc-452a-43c1-8943-8a5698c598f0%2F1658341837717.jpg";"1658341854473.jpg";"https://kc.kobotoolbox.org/media/original?media_file=bjb5009%2Fattachments%2Fc43522f1940d4f7a9071f521b3cfeea5%2F3880e6cc-452a-43c1-8943-8a5698c598f0%2F1658341854473.jpg";"";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"560.0";"98";"";"";"";"86";"";"";"";"52";"hermit_crabs";"0";"1";"0";"0";"0";"0";"0";"0";"";"1";"2";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171417056";"3880e6cc-452a-43c1-8943-8a5698c598f0";"2022-07-23T13:06:43";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"199"
